"sample_id,price"
"538,13.62"
"543,13.74"
"545,23.68"
"553,20.81"
"556,7.9"
"561,18.42"
"563,15.92"
"574,8.29"
"579,6.49"
"582,7.72"
"583,6.37"
"585,14.54"
"586,9.09"
"593,15.0"
"604,25.41"
"608,8.03"
"614,11.35"
"615,22.36"
"620,14.4"
"624,8.71"
"626,11.63"
"627,17.07"
"628,11.99"
"633,12.89"
"641,10.34"
"642,14.86"
"645,11.92"
"646,7.26"
"647,19.49"
"648,16.71"
"649,18.86"
"651,13.81"
"655,21.39"
"662,26.55"
"664,12.77"
"673,6.75"
"675,12.08"
"680,16.44"
"681,17.43"
"684,13.21"
"686,10.87"
"692,6.26"
"693,11.01"
"694,5.69"
"706,13.5"
"709,9.42"
"712,14.39"
"719,7.12"
"722,13.15"
"733,6.61"
"740,5.41"
"741,4.82"
"742,4.51"
"744,21.55"
"748,21.68"
"754,18.56"
"757,21.57"
"760,13.11"
"764,11.41"
"766,28.54"
"767,14.38"
"769,12.56"
"773,15.53"
"777,23.67"
"784,22.18"
"786,17.18"
"792,9.98"
"794,22.93"
"798,12.66"
"802,14.77"
"805,12.17"
"807,23.89"
"810,22.85"
"815,5.93"
"817,5.16"
"819,5.65"
"820,5.16"
"823,13.98"
"824,11.95"
"833,22.26"
"839,69.94"
"843,11.44"
"848,17.59"
"853,35.11"
"855,19.17"
"857,11.51"
"865,20.14"
"866,18.63"
"873,16.32"
"874,15.27"
"876,18.45"
"880,11.59"
"881,10.74"
"887,18.44"
"888,6.2"
"892,13.25"
"893,8.39"
"894,18.15"
"905,6.43"
"906,16.31"
"907,41.47"
"909,8.69"
"913,19.45"
"914,13.59"
"915,17.15"
"918,22.93"
"921,13.58"
"922,18.16"
"932,18.05"
"934,27.17"
"937,12.66"
"938,13.32"
"946,15.62"
"948,14.46"
"950,15.49"
"952,13.13"
"953,65.1"
"956,8.57"
"957,18.99"
"958,6.73"
"965,12.55"
"966,19.26"
"969,46.19"
"971,6.48"
"974,11.02"
"977,13.81"
"982,42.19"
"993,18.48"
"994,14.62"
"995,15.74"
"997,12.05"
"999,17.54"
"1000,7.57"
"1001,10.61"
"1008,9.35"
"1016,22.78"
"1038,14.44"
"1048,10.24"
"1058,23.56"
"1076,7.58"
"1079,11.05"
"1084,5.19"
"1085,5.78"
"1092,21.31"
"1093,15.25"
"1098,11.79"
"1106,64.93"
"1112,55.46"
"1121,59.09"
"1125,16.21"
"1142,9.04"
"1144,14.0"
"1150,11.54"
"1152,16.44"
"1153,33.97"
"1154,11.03"
"1157,28.87"
"1158,12.8"
"1160,7.07"
"1161,8.34"
"1162,28.91"
"1169,25.25"
"1171,32.85"
"1175,11.28"
"1176,9.26"
"1178,9.05"
"1181,11.27"
"1188,11.85"
"1196,11.61"
"1198,14.82"
"1200,14.48"
"1204,14.16"
"1209,13.27"
"1210,8.96"
"1213,6.26"
"1216,9.92"
"1217,11.72"
"1220,14.59"
"1222,14.16"
"1228,6.09"
"1229,19.03"
"1234,36.51"
"1240,15.4"
"1242,8.44"
"1246,18.03"
"1251,16.43"
"1255,11.35"
"1256,7.28"
"1259,9.9"
"1265,6.94"
"1269,11.88"
"1272,9.96"
"1273,10.85"
"1276,13.71"
"1283,15.97"
"1294,18.75"
"1304,8.84"
"1306,17.59"
"1312,16.22"
"1313,6.36"
"1329,13.35"
"1330,7.03"
"1333,7.35"
"1335,36.82"
"1339,60.58"
"1342,46.77"
"1345,40.73"
"1354,42.63"
"1365,39.38"
"1366,58.82"
"1367,63.28"
"1371,23.61"
"1372,85.35"
"1373,46.86"
"1378,43.16"
"1385,78.66"
"1386,83.26"
"1388,52.16"
"1390,40.04"
"1395,48.56"
"1401,62.5"
"1404,43.95"
"1408,26.1"
"1410,40.8"
"1412,47.39"
"1419,45.34"
"1420,35.19"
"1424,47.67"
"1425,24.63"
"1426,31.84"
"1431,7.07"
"1432,12.8"
"1433,21.51"
"14,36,116.68"
"1437,21.09"
"1439,50.85"
"1441,81.95"
"1447,26.14"
"1450,40.68"
"1453,23.1"
"1455,23.66"
"1458,42.13"
"1459,84.9"
"1463,73.55"
"1464,40.15"
"1465,43.74"
"1469,33.12"
"1471,48.61"
"1473,18.38"
"1476,23.34"
"1477,51.86"
"1478,12.09"
"1479,15.36"
"1501,9.24"
"1506,18.48"
"1512,65.45"
"1514,32.66"
"1521,26.77"
"1523,40.22"
"1524,42.21"
"1525,48.47"
"1533,26.48"
"1544,44.33"
"1551,49.22"
"1553,24.57"
"1556,24.82"
"1563,44.39"
"1568,70.35"
"1573,41.21"
"1579,47.1"
"1580,97.07"
"1584,51.93"
"1587,77.15"
"1588,71.89"
"1591,60.63"
"1593,67.17"
"1594,22.72"
"1598,83.78"
"1602,40.64"
"1610,99.99"
"1611,49.79"
"1614,57.2"
"1615,51.47"
"1616,51.25"
"1627,59.47"
"1631,21.18"
"1634,55.32"
"1639,52.59"
"1640,70.22"
"1641,30.9"
"1644,84.85"
"1649,54.48"
"1652,33.47"
"1655,75.46"
"1660,53.37"
"1665,60.53"
"1666,26.63"
"1667,58.43"
"1670,56.69"
"1671,41.86"
"1672,53.02"
"1673,60.6"
"1675,31.57"
"1679,73.44"
"1685,38.26"
"1691,33.28"
"1692,44.7"
"1694,43.28"
"1697,55.41"
"1705,54.38"
"1706,65.95"
"1709,23.68"
"1712,75.2"
"1713,44.99"
"1714,66.03"
"1718,90.29"
"1723,51.59"
"1724,29.26"
"1729,22.93"
"1732,51.75"
"17,33,101.67"
"1734,36.13"
"1735,86.45"
"1736,20.71"
"17,40,107.01"
"1745,44.09"
"1751,60.31"
"1754,46.43"
"1756,43.98"
"1757,43.31"
"1758,67.26"
"1760,51.67"
"1761,60.15"
"1766,48.99"
"1773,74.29"
"1774,85.56"
"1775,68.67"
"1780,52.02"
"1782,29.63"
"1787,55.05"
"1788,48.92"
"1791,85.79"
"1793,48.86"
"1795,79.49"
"1803,42.59"
"1805,25.6"
"1808,29.05"
"1809,49.76"
"1811,28.16"
"1815,50.23"
"1822,81.24"
"1823,63.84"
"1824,85.63"
"1825,17.8"
"1830,41.05"
"1833,49.34"
"1835,47.83"
"1838,40.81"
"1840,43.13"
"1845,62.93"
"1852,50.09"
"1855,34.77"
"1861,84.88"
"1862,57.78"
"1863,36.75"
"1867,72.74"
"1868,21.51"
"1873,45.04"
"1874,63.41"
"1880,35.29"
"1890,24.94"
"1894,39.49"
"1897,32.07"
"1902,40.93"
"1907,40.1"
"1916,65.95"
"1921,50.92"
"1925,68.57"
"1928,34.34"
"1935,85.69"
"1937,28.9"
"1942,91.77"
"1948,60.0"
"1953,38.74"
"1955,21.51"
"1960,42.31"
"1963,21.67"
"1967,25.7"
"1973,25.28"
"1975,42.56"
"1978,18.42"
"1980,40.59"
"1981,45.95"
"1986,28.18"
"1989,55.68"
"1990,43.96"
"1992,93.43"
"2016,25.55"
"2021,21.66"
"2025,38.18"
"2027,27.13"
"20,29,101.12"
"2039,43.02"
"2041,89.25"
"2049,66.13"
"2051,34.4"
"2052,41.79"
"2056,21.3"
"2063,70.99"
"2065,42.49"
"2066,38.73"
"2072,23.97"
"2074,52.86"
"2077,72.43"
"2079,29.09"
"2093,65.03"
"2094,37.0"
"2097,48.6"
"2100,43.09"
"2107,24.95"
"2108,49.81"
"2109,84.62"
"2114,45.05"
"2116,91.34"
"2121,38.57"
"2123,51.95"
"2124,42.08"
"21,25,107.25"
"2126,51.74"
"2131,56.39"
"2135,35.62"
"2137,61.3"
"2144,72.24"
"2147,24.93"
"2156,23.85"
"2158,59.84"
"2166,45.89"
"2177,59.38"
"2180,35.71"
"2185,82.59"
"2195,58.2"
"2197,37.27"
"2200,63.66"
"2213,24.11"
"2216,22.0"
"2217,50.54"
"2219,23.99"
"2221,40.48"
"2222,44.94"
"2224,43.37"
"2227,22.41"
"2228,46.33"
"2236,47.36"
"2241,23.58"
"2243,61.6"
"2244,20.77"
"2247,69.49"
"2248,43.54"
"2249,43.62"
"2250,20.73"
"2253,50.59"
"2260,19.37"
"2274,40.56"
"2277,72.43"
"2278,68.23"
"2279,20.65"
"2285,48.74"
"2293,52.91"
"2297,59.81"
"2299,31.63"
"23,01,100.49"
"2311,43.5"
"2313,74.64"
"2317,69.85"
"2326,40.48"
"2333,62.88"
"2339,57.59"
"2348,50.61"
"2350,38.76"
"2358,50.35"
"2360,50.88"
"2371,40.17"
"2378,60.14"
"2386,42.48"
"2390,87.4"
"2394,53.02"
"2398,76.26"
"2399,26.3"
"2404,82.53"
"2410,27.92"
"2414,51.46"
"2416,20.21"
"2418,60.19"
"2420,28.14"
"2426,61.0"
"2430,32.66"
"2433,82.51"
"2434,47.85"
"2435,51.14"
"2437,71.2"
"2438,45.31"
"2439,55.91"
"2440,52.27"
"2442,24.99"
"2445,64.2"
"2447,53.6"
"2450,29.23"
"2451,54.44"
"2453,41.75"
"2455,20.52"
"2456,48.39"
"2465,56.13"
"2466,23.7"
"2468,49.77"
"2474,65.12"
"2479,42.89"
"2488,42.22"
"2490,40.79"
"2492,56.92"
"2493,57.36"
"2507,53.28"
"2510,57.86"
"2514,17.33"
"2516,64.97"
"2520,39.36"
"2522,51.85"
"2524,46.22"
"2525,77.58"
"2527,96.75"
"2529,25.15"
"2535,59.74"
"2536,26.69"
"2539,51.36"
"2546,45.49"
"2547,36.87"
"2551,65.17"
"2553,56.82"
"2554,62.9"
"2555,54.01"
"25,59,103.61"
"2564,75.64"
"2565,23.71"
"2569,37.4"
"2574,57.0"
"2581,56.27"
"2586,28.61"
"2590,40.21"
"2592,51.46"
"2593,45.07"
"2595,54.77"
"2599,20.14"
"2606,51.05"
"2608,49.92"
"2610,24.82"
"2626,77.72"
"2630,37.06"
"2634,35.27"
"2636,56.92"
"2639,89.69"
"2643,22.32"
"2644,49.8"
"2645,18.3"
"2649,39.25"
"2650,60.3"
"2652,47.04"
"2659,21.73"
"2667,21.16"
"2670,57.59"
"2673,24.49"
"2677,28.26"
"2686,22.89"
"2687,79.18"
"2689,36.85"
"2692,48.34"
"2701,20.53"
"2703,80.88"
"2720,37.12"
"2726,29.85"
"2732,21.55"
"2734,35.98"
"2742,73.73"
"2744,41.6"
"2752,38.73"
"2769,12.61"
"2773,8.42"
"2774,11.25"
"2779,13.5"
"2787,13.23"
"2790,15.19"
"2802,21.7"
"2807,32.87"
"2808,34.45"
"2813,34.57"
"2816,3.55"
"2819,5.36"
"2820,4.52"
"2824,8.44"
"2825,15.23"
"2834,15.78"
"2840,5.88"
"2851,26.06"
"2854,15.56"
"2858,22.8"
"2874,20.84"
"2875,12.46"
"2876,10.39"
"2877,19.59"
"2885,12.9"
"2887,13.33"
"2892,23.96"
"2896,21.42"
"2900,9.43"
"2901,10.58"
"2903,15.56"
"2906,20.84"
"2908,6.7"
"2911,6.5"
"2912,6.53"
"2916,15.68"
"2924,5.1"
"2929,17.4"
"2932,7.73"
"2933,13.74"
"2934,11.83"
"2935,11.67"
"2936,4.83"
"2939,14.91"
"2942,18.37"
"2946,22.37"
"2950,27.28"
"2953,16.13"
"2958,10.91"
"2961,8.07"
"2962,17.93"
"2964,15.62"
"2968,19.0"
"2970,14.74"
"2973,16.2"
"2982,24.68"
"2993,16.21"
"3004,26.2"
"3007,22.9"
"3015,17.54"
"3020,26.05"
"3023,12.28"
"3029,8.11"
"3030,28.49"
"3033,7.45"
"3035,6.24"
"3042,8.22"
"3046,8.15"
"3047,8.52"
"3048,14.18"
"3053,6.85"
"3056,8.21"
"3058,12.64"
"3061,25.14"
"3062,18.35"
"3069,10.09"
"3079,5.93"
"3081,4.01"
"3083,8.64"
"3085,4.47"
"3086,17.72"
"3090,7.41"
"3093,13.85"
"3100,13.89"
"3105,8.21"
"3108,22.87"
"3113,17.14"
"3122,15.68"
"3124,28.81"
"3130,19.02"
"3134,9.57"
"3137,11.63"
"3138,10.78"
"3139,12.69"
"3140,7.97"
"3144,8.64"
"3146,13.21"
"3149,9.01"
"3152,10.46"
"3154,22.43"
"3155,3.48"
"3157,9.49"
"3166,7.0"
"3168,21.28"
"3172,14.6"
"3173,28.52"
"3176,11.24"
"3182,14.42"
"3183,16.9"
"3184,21.28"
"3186,32.38"
"3187,11.23"
"3194,9.14"
"3198,24.38"
"3204,4.96"
"3209,6.69"
"3214,11.96"
"3217,10.12"
"3223,4.95"
"3224,18.21"
"3225,12.75"
"3229,14.24"
"3243,6.6"
"3248,15.14"
"3259,9.81"
"3260,4.69"
"3261,9.28"
"3264,9.57"
"3269,27.28"
"3270,20.61"
"3272,7.74"
"3273,18.33"
"3274,4.91"
"3276,24.39"
"3278,6.84"
"3280,7.12"
"3284,3.27"
"3290,7.49"
"3293,9.06"
"3295,10.86"
"3297,14.86"
"3298,28.34"
"3300,20.67"
"3301,6.23"
"3305,29.26"
"3309,21.48"
"3313,21.55"
"3315,9.36"
"3322,6.46"
"3329,22.01"
"3332,12.02"
"3333,17.62"
"3337,6.5"
"3340,5.39"
"3342,13.6"
"3351,7.14"
"3359,13.55"
"3364,12.49"
"3371,11.46"
"3373,26.26"
"3377,13.64"
"3380,13.01"
"3381,8.59"
"3386,12.32"
"3387,14.05"
"3391,17.33"
"3392,11.82"
"3398,21.28"
"3421,5.7"
"3422,9.35"
"3423,9.39"
"3427,9.67"
"3430,18.56"
"3431,9.62"
"3432,9.83"
"3433,11.17"
"3436,12.8"
"3438,22.96"
"3441,18.06"
"3443,18.74"
"3444,13.56"
"3446,42.48"
"3450,19.16"
"3461,8.73"
"3465,17.48"
"3466,35.59"
"3467,6.25"
"3468,14.74"
"3470,99.11"
"3476,19.5"
"3477,34.15"
"3482,11.02"
"3483,27.37"
"3486,7.97"
"3489,39.83"
"3495,44.65"
"3497,45.1"
"3499,33.03"
"35,02,104.68"
"3505,23.47"
"3510,34.59"
"35,11,121.38"
"3513,41.97"
"3517,42.54"
"3520,74.73"
"3530,34.81"
"3533,62.75"
"3534,49.56"
"3535,48.47"
"3536,60.65"
"3541,24.02"
"3542,55.12"
"3545,81.4"
"3546,48.89"
"3552,55.44"
"3554,32.68"
"3558,51.06"
"3568,80.68"
"3570,70.71"
"3574,43.31"
"3575,29.25"
"3581,61.45"
"3585,40.91"
"3591,24.95"
"3597,66.57"
"3601,75.98"
"3602,43.44"
"3604,73.08"
"3605,50.71"
"3606,17.02"
"3607,29.89"
"3611,37.17"
"3619,24.04"
"3622,58.89"
"3623,36.28"
"3625,30.96"
"3632,34.19"
"3633,51.1"
"3636,47.53"
"3639,24.39"
"3652,23.92"
"3657,29.46"
"3659,42.25"
"3664,2.99"
"3670,5.98"
"3671,3.79"
"3672,8.17"
"3675,3.47"
"3677,4.59"
"3680,4.39"
"3684,5.38"
"3692,2.41"
"3698,16.69"
"3702,13.05"
"3703,14.6"
"3704,12.41"
"3720,26.73"
"3724,24.1"
"3730,23.63"
"3732,29.66"
"3734,10.46"
"3736,17.36"
"3739,11.43"
"3741,31.75"
"3751,19.79"
"3755,33.9"
"3763,15.63"
"3765,34.94"
"3776,10.87"
"3779,17.27"
"3780,13.3"
"3792,12.1"
"3816,91.5"
"3818,37.06"
"3824,93.67"
"3828,14.32"
"3833,25.01"
"3840,9.21"
"3841,24.15"
"3843,26.25"
"3844,20.62"
"3845,22.47"
"3846,15.33"
"3854,13.42"
"3861,19.92"
"3863,38.58"
"3866,27.0"
"3867,95.88"
"3874,77.48"
"3875,36.33"
"3877,93.92"
"3878,21.45"
"3879,53.6"
"3888,32.38"
"3889,25.97"
"3894,16.47"
"3895,5.85"
"3898,11.12"
"3900,20.34"
"3902,14.7"
"3905,15.09"
"3908,32.65"
"3914,14.47"
"3920,16.27"
"3923,12.95"
"3928,18.62"
"3937,13.87"
"3938,10.87"
"3939,5.23"
"3941,11.42"
"3942,13.84"
"3943,21.22"
"3944,14.24"
"3948,18.63"
"3955,18.97"
"3957,16.07"
"3960,43.15"
"3962,42.97"
"3968,54.27"
"3980,26.8"
"3988,15.0"
"3998,15.3"
"4007,21.97"
"4008,15.98"
"4010,29.38"
"4015,13.45"
"4024,27.07"
"4029,23.57"
"4030,14.64"
"4035,43.8"
"4042,51.44"
"4043,26.17"
"4047,82.97"
"4051,46.43"
"4059,12.38"
"4060,23.4"
"4063,14.97"
"4067,11.29"
"40,69,101.06"
"4073,14.44"
"4074,17.48"
"4077,59.1"
"4084,60.16"
"4085,38.31"
"4092,88.88"
"4096,64.44"
"40,97,119.04"
"4102,32.57"
"4105,93.08"
"4109,25.79"
"4111,13.63"
"4113,19.89"
"4117,10.39"
"4122,8.78"
"4123,19.27"
"4126,16.99"
"4133,54.51"
"4134,63.21"
"4140,26.33"
"4143,21.79"
"4149,35.73"
"4152,71.28"
"4153,29.33"
"4160,19.0"
"4161,13.3"
"4164,19.6"
"4178,13.29"
"4186,50.54"
"4187,9.29"
"4191,13.53"
"4192,9.84"
"4193,9.32"
"4194,25.47"
"4197,18.68"
"4202,7.27"
"4212,23.87"
"4216,23.62"
"4219,11.56"
"4223,15.5"
"4225,12.02"
"4228,16.79"
"4237,17.14"
"4240,11.4"
"4242,38.51"
"4248,15.11"
"4253,14.43"
"4254,13.47"
"4258,9.14"
"4259,12.88"
"4262,6.0"
"4264,25.22"
"4265,20.64"
"4267,18.59"
"4276,33.8"
"4280,28.86"
"4282,8.67"
"4287,60.07"
"42,88,103.47"
"4290,84.28"
"4291,38.35"
"4292,55.16"
"4297,6.35"
"4300,15.77"
"4303,18.47"
"4305,4.92"
"4306,4.61"
"4309,13.59"
"4311,11.69"
"4319,9.69"
"4320,52.71"
"4322,29.36"
"4323,17.48"
"4326,16.36"
"4327,23.35"
"4329,14.26"
"4333,20.53"
"4334,6.02"
"4336,8.59"
"4344,9.46"
"4349,17.01"
"4350,12.12"
"4352,37.53"
"4354,46.29"
"4356,54.9"
"4359,5.14"
"4368,16.66"
"4370,14.76"
"4376,17.95"
"4377,17.09"
"4379,10.27"
"4382,9.95"
"4384,9.99"
"4388,6.22"
"4393,22.11"
"4401,10.03"
"4405,10.69"
"4412,21.89"
"4415,41.4"
"4419,16.98"
"4424,19.36"
"4428,18.35"
"4431,29.1"
"4432,17.1"
"4435,9.94"
"4437,16.42"
"4439,32.29"
"4440,14.71"
"4448,15.52"
"4453,22.85"
"4454,16.88"
"4458,6.97"
"4467,17.98"
"4469,14.57"
"4472,14.44"
"4474,30.17"
"4476,37.01"
"4478,36.74"
"4482,13.46"
"4483,95.56"
"4490,19.05"
"4493,57.53"
"4495,70.5"
"4496,65.12"
"4500,15.5"
"4502,15.63"
"4503,16.22"
"4508,17.04"
"4513,11.23"
"4514,5.91"
"4519,28.72"
"4521,51.27"
"4524,51.7"
"4527,43.04"
"4530,37.49"
"4532,24.8"
"4533,43.76"
"4558,40.21"
"4564,73.0"
"4566,44.41"
"4567,37.22"
"4574,14.84"
"4577,13.12"
"4578,33.76"
"4579,15.38"
"4580,5.09"
"4586,14.72"
"4587,7.91"
"4590,15.34"
"4591,9.78"
"4592,13.62"
"4593,20.31"
"4594,20.69"
"4603,6.97"
"4611,12.33"
"4612,20.79"
"4619,11.25"
"4624,18.07"
"4629,28.94"
"4630,24.12"
"4641,11.0"
"4645,15.34"
"4650,14.76"
"4658,9.12"
"4662,10.87"
"4668,15.03"
"4672,20.12"
"4673,18.62"
"4674,20.02"
"4682,24.16"
"4685,21.91"
"4686,16.53"
"4687,19.56"
"4692,28.79"
"4698,16.92"
"4699,15.87"
"4705,10.79"
"4706,11.27"
"4707,20.35"
"4710,16.15"
"4712,17.01"
"4723,15.46"
"4727,9.9"
"4733,30.69"
"4737,15.12"
"4742,7.74"
"4746,22.19"
"4753,22.77"
"4757,21.8"
"4760,18.49"
"4762,15.91"
"4764,13.27"
"4769,20.59"
"4780,8.4"
"4781,17.91"
"4783,10.12"
"4793,17.66"
"4806,24.17"
"4808,10.45"
"4811,18.06"
"4814,14.03"
"4817,16.3"
"4826,12.69"
"4831,13.96"
"4836,13.72"
"4837,12.05"
"4842,16.31"
"4846,14.96"
"4853,12.92"
"4857,51.86"
"4858,49.14"
"4862,20.71"
"4871,23.85"
"4875,28.58"
"4877,23.63"
"4878,10.95"
"4879,23.6"
"4881,21.52"
"4882,9.64"
"4885,16.06"
"4886,10.56"
"4888,7.78"
"4893,5.84"
"4914,20.25"
"4918,18.19"
"4923,32.74"
"4924,22.03"
"4933,14.11"
"4935,20.04"
"4936,40.37"
"4940,7.62"
"4949,27.64"
"4950,16.25"
"4952,30.95"
"4954,8.13"
"4955,13.93"
"4965,14.02"
"4966,15.17"
"4967,10.54"
"4969,17.01"
"4971,26.72"
"4973,23.16"
"4975,13.34"
"4976,29.8"
"4977,17.75"
"4978,16.44"
"4990,7.74"
"4992,11.46"
"4996,11.69"
"5007,7.68"
"5020,28.41"
"5025,26.97"
"5026,20.07"
"5045,18.37"
"5049,14.0"
"5050,19.53"
"5054,29.87"
"5056,28.45"
"5065,56.28"
"5072,46.54"
"5073,59.18"
"5075,43.37"
"5076,21.42"
"5080,23.77"
"5081,53.29"
"5082,47.34"
"5086,60.57"
"5088,73.4"
"5089,44.98"
"5091,23.63"
"5092,41.07"
"5093,21.34"
"5107,84.55"
"5108,65.99"
"5110,42.32"
"5112,26.62"
"5113,49.32"
"5118,96.87"
"5120,88.87"
"5123,74.81"
"5124,45.52"
"5125,37.44"
"5130,21.39"
"5134,43.0"
"5136,42.04"
"5138,51.97"
"5139,59.73"
"5140,88.04"
"5141,44.25"
"5144,51.0"
"5150,46.07"
"5155,50.16"
"5157,82.74"
"5158,34.95"
"5159,71.32"
"5160,39.11"
"5162,46.96"
"5166,26.27"
"5172,73.19"
"5183,10.91"
"5184,33.3"
"5185,11.41"
"5186,9.76"
"5188,10.97"
"5190,19.49"
"5202,5.63"
"5207,17.32"
"5214,25.81"
"5215,11.53"
"5218,20.85"
"5221,11.31"
"5224,10.72"
"5233,35.31"
"5236,18.12"
"5243,6.55"
"5249,19.59"
"5264,19.31"
"5267,41.18"
"5269,69.62"
"5274,43.68"
"5278,70.54"
"5280,90.35"
"5283,25.6"
"5284,40.35"
"5285,47.11"
"5288,38.19"
"5294,22.54"
"5295,27.19"
"5296,58.47"
"5299,25.34"
"5312,63.76"
"5316,52.33"
"5319,73.7"
"5322,78.58"
"5331,77.89"
"5332,52.25"
"5333,71.77"
"5343,7.96"
"5345,4.75"
"5346,12.45"
"5350,7.84"
"5360,9.78"
"5362,9.96"
"5363,61.08"
"5369,16.36"
"5372,13.43"
"5373,16.45"
"5376,15.15"
"5377,38.91"
"5379,26.6"
"5381,19.69"
"5382,15.21"
"5385,20.12"
"5386,34.11"
"5390,32.41"
"5391,20.82"
"5408,51.12"
"5412,56.23"
"5414,31.81"
"5416,42.32"
"5418,24.19"
"5419,68.2"
"5421,54.08"
"5424,43.77"
"5434,59.51"
"5440,54.23"
"5441,49.98"
"5442,38.28"
"5443,47.46"
"5444,46.01"
"5452,47.92"
"5453,51.17"
"5465,36.59"
"5468,7.44"
"5469,7.55"
"5472,19.67"
"5473,15.92"
"5476,9.97"
"5479,20.9"
"5501,16.16"
"5507,16.52"
"5509,14.68"
"5510,13.75"
"5511,34.29"
"5512,23.56"
"5517,23.46"
"5519,6.9"
"5523,26.9"
"5529,51.81"
"5531,24.86"
"5535,18.79"
"5536,21.69"
"5547,62.82"
"5553,49.87"
"5559,52.96"
"5560,40.16"
"5561,82.39"
"5568,13.44"
"5576,19.84"
"5581,68.01"
"5583,14.9"
"5587,70.11"
"5596,51.77"
"5599,84.61"
"5603,42.46"
"5607,51.02"
"5609,98.84"
"5615,45.4"
"5620,61.86"
"5628,22.62"
"5632,21.52"
"5634,88.86"
"5638,50.96"
"56,43,110.43"
"5645,53.08"
"5652,51.58"
"5655,42.35"
"5657,25.87"
"5663,35.31"
"5673,11.65"
"5675,17.0"
"5678,22.79"
"5679,23.23"
"5687,20.97"
"5692,27.37"
"5694,27.51"
"5696,9.41"
"5700,5.52"
"5703,7.95"
"5707,9.58"
"5709,22.17"
"5711,18.97"
"5712,13.93"
"5715,19.76"
"5717,40.76"
"5719,36.16"
"5720,10.3"
"5721,12.48"
"5728,11.74"
"5732,7.29"
"5733,14.99"
"5734,14.81"
"5736,23.72"
"5740,13.63"
"5741,16.57"
"5747,24.05"
"5749,13.33"
"5752,8.29"
"5754,7.91"
"5764,8.93"
"5765,9.94"
"5767,78.1"
"5772,35.96"
"5773,13.52"
"5780,22.64"
"5782,9.61"
"5783,13.28"
"5787,23.8"
"5795,5.94"
"5805,24.98"
"5806,15.56"
"5809,24.81"
"5817,29.42"
"5819,27.56"
"5822,30.05"
"5823,10.3"
"5828,14.37"
"5830,5.87"
"5839,11.45"
"5852,6.74"
"5853,14.88"
"5854,10.74"
"5855,10.6"
"5856,6.59"
"5872,28.07"
"5878,22.49"
"5880,13.73"
"5885,22.54"
"5888,15.03"
"5889,18.62"
"5890,8.21"
"5892,9.3"
"5897,9.38"
"5898,24.34"
"5905,28.86"
"5911,12.2"
"5912,12.31"
"5917,13.3"
"5925,16.5"
"5927,15.75"
"5931,21.79"
"5932,19.93"
"5933,7.37"
"5938,10.21"
"5939,6.9"
"5941,7.28"
"5943,10.49"
"5946,13.24"
"5958,10.3"
"5961,20.21"
"5966,23.16"
"5967,19.29"
"5971,31.46"
"5973,25.44"
"5981,8.11"
"5984,11.03"
"5996,62.7"
"5997,19.57"
"5998,27.49"
"5999,10.0"
"6008,14.75"
"6010,22.66"
"6012,19.43"
"6016,12.08"
"6018,7.2"
"6023,26.98"
"6024,12.42"
"6027,27.93"
"6033,23.48"
"6038,28.26"
"6040,20.04"
"6047,14.57"
"6052,8.65"
"6053,9.62"
"6055,28.55"
"6056,26.86"
